timestamp,BTC_USDT_1h_close,BTC_USDT_1h_volume,fear_greed_index,trend_bitcoin,google_trends_bitcoin,open_interest
2023-04-09,28016.649583333332,83.505889625,61.0,38.0,38.0,8142426524.534432
2023-04-10,28623.369166666667,261.6719434166667,62.0,38.0,38.0,9399079688.89144
2023-04-11,30119.627083333336,253.35004166666667,68.0,38.0,38.0,9495525128.83792
2023-04-12,29977.49666666667,196.79144695833335,65.0,38.0,38.0,9352707603.519072
2023-04-13,30221.80416666667,143.17984295833332,61.0,38.0,38.0,9515774301.498516
2023-04-14,30586.725416666668,241.00103433333334,68.0,38.0,38.0,8867074031.564297
2023-04-15,30358.178750000003,59.438021125,68.0,38.0,38.0,8891993118.190199
2023-04-16,30308.178750000003,80.14720833333332,68.0,34.0,34.0,8779596124.458685
2023-04-17,29677.32625,171.70658325,69.0,34.0,34.0,8630487289.885836
2023-04-18,29972.4025,211.74502829166667,58.0,34.0,34.0,8934247520.765055
2023-04-19,29545.920833333334,321.92627,63.0,34.0,34.0,8209349110.451884
2023-04-20,28640.979166666668,277.87809883333335,52.0,34.0,34.0,8282204875.896203
2023-04-21,27927.490833333333,305.19345933333335,50.0,34.0,34.0,7996641144.596436
2023-04-22,27435.597916666666,182.60959975,53.0,34.0,34.0,8273989160.901071
2023-04-23,27571.604166666668,130.699145875,56.0,32.0,32.0,8004667666.141316
2023-04-24,27487.382083333334,221.109769625,53.0,32.0,32.0,7962199740.200543
2023-04-25,27537.068750000002,264.3576018333333,53.0,32.0,32.0,8198930142.163876
2023-04-26,28864.355833333335,658.5410835833333,56.0,32.0,32.0,7457284714.217011
2023-04-27,29145.45125,416.2954125416666,59.0,32.0,32.0,8070124503.755376
2023-04-28,29320.37875,280.24020025,64.0,32.0,32.0,8158367822.295253
2023-04-29,29286.12833333333,110.43788229166667,64.0,32.0,32.0,8183745773.94934
2023-04-30,29323.83,184.507037875,60.0,31.0,31.0,8040185313.127136
2023-05-01,28395.5175,331.59128333333337,63.0,31.0,31.0,7960027158.646053
2023-05-02,28264.66625,238.44293454166666,55.0,31.0,31.0,8160386306.010047
2023-05-03,28559.100000000002,333.70708341666665,64.0,31.0,31.0,8040568286.640103
2023-05-04,28984.685833333333,232.0865675,64.0,31.0,31.0,8223616162.803822
2023-05-05,29275.551666666666,285.30921425,61.0,31.0,31.0,8561031498.719108
2023-05-06,29099.188333333335,250.7491344166667,60.0,31.0,31.0,8092079314.72334
2023-05-07,28860.842916666665,183.95545374999998,64.0,30.0,30.0,8069914311.036968
2023-05-08,27891.513333333332,386.67723220833335,60.0,30.0,30.0,8310169252.312884
2023-05-09,27612.30416666667,208.164859375,51.0,30.0,30.0,8336629445.344043
2023-05-10,27739.0825,411.7815009583333,52.0,30.0,30.0,7871322482.592301
2023-05-11,27260.954166666666,310.437742625,52.0,30.0,30.0,8215766997.125457
2023-05-12,26482.792083333334,374.83409925,49.0,30.0,30.0,7917080508.344784
2023-05-13,26813.217083333333,151.23137258333335,48.0,30.0,30.0,7956708873.318108
2023-05-14,26874.424583333337,128.12440041666667,48.0,25.0,25.0,8061113720.070546
2023-05-15,27336.505,259.0192911666667,50.0,25.0,25.0,8235765531.298734
2023-05-16,27062.437916666666,169.18545095833335,54.0,25.0,25.0,8271853408.136739
2023-05-17,27012.031666666666,218.90229895833332,50.0,25.0,25.0,8338791055.277177
2023-05-18,27132.562083333334,285.8414974583333,51.0,25.0,25.0,8061121758.207653
2023-05-19,26864.34375,170.01728529166667,48.0,25.0,25.0,7999493922.616662
2023-05-20,26934.02791666667,58.655058,48.0,25.0,25.0,8171637246.02464
2023-05-21,26971.849166666667,112.742714875,52.0,26.0,26.0,8120816777.776859
2023-05-22,26815.90375,201.41864470833332,49.0,26.0,26.0,8162597932.469394
2023-05-23,27237.708333333332,252.10814316666665,50.0,26.0,26.0,8391890242.135802
2023-05-24,26597.299166666668,310.6530361666667,50.0,26.0,26.0,8380365160.189091
2023-05-25,26302.944583333334,247.84146087500002,51.0,26.0,26.0,8316939037.222382
2023-05-26,26569.079166666666,170.9924085,49.0,26.0,26.0,8196379487.624687
2023-05-27,26721.255833333333,67.62699908333333,48.0,26.0,26.0,8231409186.345096
2023-05-28,27329.667083333334,207.35366504166666,50.0,26.0,26.0,8811796035.46746
2023-05-29,27851.39333333333,244.52558833333333,52.0,26.0,26.0,8691415120.101955
2023-05-30,27778.4325,237.30534779166666,51.0,26.0,26.0,8725676166.230453
2023-05-31,27196.456666666665,293.59215975,51.0,26.0,26.0,8457011044.474088
2023-06-01,26893.454583333336,251.49003441666665,52.0,26.0,26.0,8482884743.098759
2023-06-02,27078.060833333333,268.925713375,50.0,26.0,26.0,8560596259.181443
2023-06-03,27146.734166666665,106.50884033333334,53.0,26.0,26.0,8538271386.454711
2023-06-04,27156.28583333333,121.46868333333333,52.0,28.0,28.0,8369260415.514989
2023-06-05,26412.859583333335,473.899852125,53.0,28.0,28.0,8549585365.3973875
2023-06-06,26139.071666666667,430.192688875,44.0,28.0,28.0,8425683870.931684
2023-06-07,26654.437916666666,399.1714978333334,53.0,28.0,28.0,7889570947.335083
2023-06-08,26481.34875,234.6354085416667,50.0,28.0,28.0,8001595910.523702
2023-06-09,26522.41791666667,193.71617783333332,50.0,28.0,28.0,8008401108.715753
2023-06-10,25810.903749999998,358.48969695833335,49.0,28.0,28.0,7882525507.557227
2023-06-11,25832.7175,165.93373504166667,47.0,28.0,28.0,7845447663.719577
2023-06-12,25871.78958333333,223.30692229166667,47.0,28.0,28.0,7954595644.441764
2023-06-13,25992.44583333333,243.09996304166668,45.0,28.0,28.0,8100336880.045423
2023-06-14,25811.884166666667,253.60239749999997,46.0,28.0,28.0,7881644181.522687
2023-06-15,25151.59708333333,220.41699466666668,41.0,28.0,28.0,8044209346.899322
2023-06-16,25813.23875,277.09720654166665,47.0,28.0,28.0,8470217744.504834
2023-06-17,26486.733333333334,175.72349,47.0,28.0,28.0,8327149911.380666
2023-06-18,26520.41791666667,119.00268691666668,49.0,34.0,34.0,8331698395.47446
2023-06-19,26517.724583333333,231.080875625,47.0,34.0,34.0,8597445235.22864
2023-06-20,27244.461666666666,401.11773529166663,49.0,34.0,34.0,9708538251.61152
2023-06-21,29323.490833333333,618.92067575,59.0,34.0,34.0,9701219616.07759
2023-06-22,30113.01375,344.2463549583333,65.0,34.0,34.0,9777732552.782228
2023-06-23,30378.693333333333,445.1220840833333,65.0,34.0,34.0,9953236558.496546
2023-06-24,30616.36375,171.99658583333334,62.0,34.0,34.0,9872397790.28884
2023-06-25,30619.666666666668,205.947530625,64.0,32.0,32.0,9875434903.634497
2023-06-26,30290.311666666665,273.0725005,55.0,32.0,32.0,9875271653.68542
2023-06-27,30551.695000000003,254.191969875,59.0,32.0,32.0,10073921718.41526
2023-06-28,30287.575833333332,306.28270941666665,62.0,32.0,32.0,9779826579.455528
2023-06-29,30404.12125,284.3777841666667,54.0,32.0,32.0,9999816787.151514
2023-06-30,30554.337083333332,640.2634760416666,56.0,32.0,32.0,9212816396.353832
2023-07-01,30516.16625,90.39500591666666,59.0,32.0,32.0,9424098440.47974
2023-07-02,30538.057083333333,171.35442116666664,63.0,30.0,30.0,9361273630.188717
2023-07-03,30836.085833333334,272.540772875,62.0,30.0,30.0,10051871973.840618
2023-07-04,30978.9675,199.95398108333333,64.0,30.0,30.0,9792556247.146473
2023-07-05,30584.37875,207.55448395833332,61.0,30.0,30.0,9727973661.570818
2023-07-06,30514.27125,462.12546620833336,56.0,30.0,30.0,9210823286.904549
2023-07-07,30204.59,278.33465966666665,55.0,30.0,30.0,9257767463.09548
2023-07-08,30230.39375,103.63569749999999,58.0,30.0,30.0,9174273640.134829
2023-07-09,30271.12041666667,112.48947654166666,55.0,31.0,31.0,9178680543.97087
2023-07-10,30267.898749999997,266.9876527916667,56.0,31.0,31.0,9455788335.52179
2023-07-11,30518.469166666666,183.250449,57.0,31.0,31.0,9194979016.473877
2023-07-12,30572.916666666668,216.8186560833333,64.0,31.0,31.0,9416877264.205854
2023-07-13,30736.997916666664,448.77054258333334,57.0,31.0,31.0,9707914648.634834
2023-07-14,30990.68375,413.8153766666667,60.0,31.0,31.0,8948987603.652264
2023-07-15,30310.673333333336,66.00682779166667,56.0,31.0,31.0,9324464453.504345
2023-07-16,30288.413333333334,119.54076229166667,57.0,28.0,28.0,9362947679.65828
2023-07-17,30174.368749999998,223.54285712499998,54.0,28.0,28.0,9434024092.046272
2023-07-18,29933.079583333336,231.55290554166666,56.0,28.0,28.0,9607355598.315157
2023-07-19,29990.505833333333,220.76918454166665,50.0,28.0,28.0,9479569221.203672
2023-07-20,29988.352916666667,292.946746375,56.0,28.0,28.0,9596334079.184326
2023-07-21,29854.795,156.04642675,50.0,28.0,28.0,9430950800.415838
2023-07-22,29880.924166666668,68.99538608333334,52.0,28.0,28.0,9356068480.817804
2023-07-23,29950.556666666667,117.51518029166668,54.0,27.0,27.0,9223409234.70361
2023-07-24,29406.211666666666,257.3499555,55.0,27.0,27.0,9780705784.54642
2023-07-25,29175.096666666668,118.68840345833333,50.0,27.0,27.0,9620733509.298723
2023-07-26,29285.168333333335,252.136577375,51.0,27.0,27.0,9588715853.979158
2023-07-27,29354.939166666667,117.956849125,51.0,27.0,27.0,9648632425.35973
2023-07-28,29274.899166666666,127.48797020833332,52.0,27.0,27.0,9720944458.095964
2023-07-29,29326.97875,43.9286105,52.0,27.0,27.0,9732221100.792543
2023-07-30,29304.304583333334,107.38501245833334,52.0,26.0,26.0,9656512210.25796
2023-07-31,29332.449583333335,164.27062020833333,50.0,26.0,26.0,9845067265.8574
2023-08-01,29041.76958333333,341.20800383333335,53.0,26.0,26.0,9855028393.370226
2023-08-02,29427.923333333336,353.7026995416666,53.0,26.0,26.0,9774097875.891176
2023-08-03,29200.700833333336,189.49785841666667,52.0,26.0,26.0,9851143193.245049
2023-08-04,29170.477916666667,195.03486141666667,54.0,26.0,26.0,9911910284.12176
2023-08-05,29066.875416666666,57.061882625,50.0,26.0,26.0,9846533750.393808
2023-08-06,29074.12875,73.12111845833333,49.0,26.0,26.0,9731861966.343184
2023-08-07,29097.725416666668,202.08805229166668,49.0,26.0,26.0,9841510550.053576
2023-08-08,29472.600416666668,375.66892766666666,54.0,26.0,26.0,10428994540.15092
2023-08-09,29712.790416666667,270.90976916666665,50.0,26.0,26.0,9983437033.954782
2023-08-10,29519.662916666668,183.4044400833333,53.0,26.0,26.0,10070140023.3852
2023-08-11,29419.822916666668,96.00298099999999,51.0,26.0,26.0,10029073809.79278
2023-08-12,29423.577083333334,39.44942570833333,54.0,26.0,26.0,9984906846.09662
2023-08-13,29396.100833333334,46.94509745833333,54.0,31.0,31.0,9873877109.75759
2023-08-14,29418.476666666666,190.602720625,50.0,31.0,31.0,9687610854.823025
2023-08-15,29344.63625,150.12895529166667,53.0,31.0,31.0,9980862184.61624
2023-08-16,29125.550416666665,225.483837625,52.0,31.0,31.0,10069792179.430103
2023-08-17,28149.032083333335,825.3846184583334,50.0,31.0,31.0,7927640474.080662
2023-08-18,26282.747083333335,595.2345982916667,37.0,31.0,31.0,7441130071.871318
2023-08-19,26014.30416666667,168.60353075,39.0,31.0,31.0,7261928643.791413
2023-08-20,26130.45041666667,133.91201808333332,37.0,29.0,29.0,7427555380.308719
2023-08-21,26071.006250000002,223.275173375,38.0,29.0,29.0,7435269855.387025
2023-08-22,25984.517916666664,306.317865125,37.0,29.0,29.0,7189442174.455307
2023-08-23,26176.941666666666,384.6600699166667,37.0,29.0,29.0,7159917201.435935
2023-08-24,26286.327916666665,236.26728075000003,41.0,29.0,29.0,7198342998.006228
2023-08-25,26041.727916666667,305.4426315416667,39.0,29.0,29.0,7104092590.805318
2023-08-26,26046.178333333333,62.932781750000004,38.0,29.0,29.0,7130583519.679253
2023-08-27,26070.84708333333,64.56637575,38.0,29.0,29.0,7220202278.829707
2023-08-28,26037.34,229.18578875,39.0,29.0,29.0,7174827647.33578
2023-08-29,26741.274999999998,787.3553845833334,39.0,29.0,29.0,8122889385.214555
2023-08-30,27345.175,341.40024270833334,49.0,29.0,29.0,7747954052.565335
2023-08-31,26844.220833333336,528.5884345000001,52.0,29.0,29.0,7034239086.87547
2023-09-01,25899.116250000003,351.579408,40.0,29.0,29.0,7040881499.832634
2023-09-02,25822.51166666667,99.55632145833334,39.0,29.0,29.0,7024409094.188541
2023-09-03,25914.625416666666,138.44132291666668,40.0,25.0,25.0,7087576497.851367
2023-09-04,25894.38791666667,179.635056375,40.0,25.0,25.0,6981415481.796871
2023-09-05,25737.351250000003,186.49402329166665,40.0,25.0,25.0,7132569735.7033415
2023-09-06,25730.68375,238.37247570833333,42.0,25.0,25.0,7121885757.474158
2023-09-07,25847.21541666667,234.99998245833333,41.0,25.0,25.0,7304459803.973949
2023-09-08,26018.875,276.664865625,46.0,25.0,25.0,7239175931.807704
2023-09-09,25873.865416666667,71.04325716666666,41.0,25.0,25.0,7203328509.143535
2023-09-10,25822.899583333332,205.65968220833335,40.0,24.0,24.0,7077530274.248413
2023-09-11,25492.092083333333,494.62526333333335,40.0,24.0,24.0,7280578538.690536
2023-09-12,25881.202916666665,762.697413625,30.0,24.0,24.0,7305910678.735618
2023-09-13,26087.330416666668,402.4324750833334,41.0,24.0,24.0,7525890936.946294
2023-09-14,26453.165416666667,406.76199420833336,45.0,24.0,24.0,7829221788.87476
2023-09-15,26497.105833333335,228.31441266666664,45.0,24.0,24.0,7571624076.025136
2023-09-16,26554.38,115.75681683333333,43.0,24.0,24.0,7552150993.236392
2023-09-17,26524.180833333332,89.43358866666667,46.0,24.0,24.0,7458166251.299907
2023-09-18,26866.471250000002,442.2567629166667,46.0,24.0,24.0,7737788839.570271
2023-09-19,27056.117916666666,380.2992110416667,46.0,24.0,24.0,8003681722.401044
2023-09-20,27122.974166666667,468.807096,47.0,24.0,24.0,7793473516.628978
2023-09-21,26766.377083333336,350.97350041666664,47.0,24.0,24.0,7685125956.706
2023-09-22,26613.028333333335,233.37058204166667,43.0,24.0,24.0,7635957815.871509
2023-09-23,26578.10375,60.164361791666664,47.0,24.0,24.0,7591606895.176315
2023-09-24,26556.6775,171.77610133333334,44.0,23.0,23.0,7517551676.094842
2023-09-25,26203.70583333333,408.33573500000006,47.0,23.0,23.0,7677022039.543836
2023-09-26,26243.474583333333,208.47834479166667,46.0,23.0,23.0,7831005519.977147
2023-09-27,26332.952916666665,440.9331395,44.0,23.0,23.0,7809118322.974895
2023-09-28,26694.197916666668,534.5588238333333,46.0,23.0,23.0,8210313423.292897
2023-09-29,26961.307083333333,390.88418220833336,48.0,23.0,23.0,7975582153.07195
2023-09-30,26967.529166666664,73.784373875,47.0,23.0,23.0,8036632264.390574
2023-10-01,27189.775833333333,301.1680739166667,48.0,25.0,25.0,8148200986.764073
2023-10-02,28038.020833333332,798.4724784583333,50.0,25.0,25.0,8076466670.19246
2023-10-03,27485.694166666668,330.77136608333336,50.0,25.0,25.0,8081967325.429584
2023-10-04,27516.3325,321.65042658333334,49.0,25.0,25.0,8404391666.618463
2023-10-05,27633.49,378.31881512499996,48.0,25.0,25.0,8379867266.495181
2023-10-06,27708.33541666667,442.7472383333333,50.0,25.0,25.0,8711729020.106655
2023-10-07,27926.095,104.38315858333334,49.0,25.0,25.0,8681505243.940428
2023-10-08,27913.12041666667,149.318637125,50.0,24.0,24.0,8655803275.515371
2023-10-09,27662.86333333333,374.60935191666664,50.0,24.0,24.0,8477678012.04445
2023-10-10,27514.69083333333,245.1171545,50.0,24.0,24.0,8492383377.515307
2023-10-11,27012.499583333334,390.82729604166667,47.0,24.0,24.0,8582831249.714147
2023-10-12,26772.3125,199.26177829166667,45.0,24.0,24.0,8491728162.97808
2023-10-13,26821.788333333334,234.47552054166667,44.0,24.0,24.0,8467319635.599111
2023-10-14,26885.809999999998,77.81881820833333,47.0,24.0,24.0,8497083913.267619
2023-10-15,26947.256250000002,157.44744925,45.0,28.0,28.0,8700942695.598574
2023-10-16,27917.800416666665,1104.8201405,47.0,28.0,28.0,8368627111.678737
2023-10-17,28384.944999999996,517.2474845833334,52.0,28.0,28.0,8490178657.93417
2023-10-18,28390.12875,446.25442437500004,50.0,28.0,28.0,8237499570.5144
2023-10-19,28481.971250000002,381.71704079166665,52.0,28.0,28.0,8627207565.279358
2023-10-20,29446.22208333333,730.187084,53.0,28.0,28.0,8797721881.197485
2023-10-21,29812.76,264.66576041666667,63.0,28.0,28.0,9046842740.56463
2023-10-22,29911.29875,218.54280004166665,53.0,41.0,41.0,8932910816.430319
2023-10-23,30991.002083333336,1103.1339723333333,53.0,41.0,41.0,8891804249.538946
2023-10-24,34099.4375,1015.434479,66.0,41.0,41.0,8832562127.981163
2023-10-25,34342.15458333333,598.7147080833333,72.0,41.0,41.0,9387949999.008102
2023-10-26,34325.81375,387.31266854166665,71.0,41.0,41.0,9325159855.84546
2023-10-27,33963.222499999996,340.47945375,70.0,41.0,41.0,9183458593.532455
2023-10-28,34092.11708333334,132.26644391666667,65.0,41.0,41.0,9325529483.427773
2023-10-29,34308.05125,206.60863241666667,72.0,32.0,32.0,9725347221.39891
2023-10-30,34438.98666666667,336.944773,68.0,32.0,32.0,9528499042.159996
2023-10-31,34391.095,296.71585454166666,66.0,32.0,32.0,9673502039.300346
2023-11-01,34612.99458333333,533.902925625,66.0,32.0,32.0,9839777084.975307
2023-11-02,35146.57166666666,643.173438625,72.0,32.0,32.0,9474089659.691902
2023-11-03,34527.46708333333,534.99472,65.0,32.0,32.0,9373615964.330591
2023-11-04,34771.395,174.99582333333333,68.0,32.0,32.0,9567211562.589993
2023-11-05,35024.667916666665,253.57111562500003,70.0,35.0,35.0,9720542160.87405
2023-11-06,35015.050416666665,219.04522454166667,74.0,35.0,35.0,9744758753.17686
2023-11-07,34977.590833333335,377.3749007916667,68.0,35.0,35.0,10005602930.008688
2023-11-08,35400.10208333333,363.1405511666667,66.0,35.0,35.0,10140983472.07156
2023-11-09,36636.08083333333,937.69675125,69.0,35.0,35.0,9615329440.005676
2023-11-10,36948.917916666665,375.29382258333334,70.0,35.0,35.0,9616925812.058592
2023-11-11,37072.90458333333,161.05254325,70.0,35.0,35.0,9538164789.552065
2023-11-12,37073.18208333333,126.34344708333333,73.0,33.0,33.0,9627156842.871387
2023-11-13,36859.14791666667,291.39231179166666,72.0,33.0,33.0,9545024189.907568
2023-11-14,36182.9,505.4261579166667,69.0,33.0,33.0,9078667684.638788
2023-11-15,36295.35666666667,623.1471608749999,60.0,33.0,33.0,9935486880.725506
2023-11-16,36899.44041666667,527.0171110833334,70.0,33.0,33.0,9466177688.554531
2023-11-17,36373.270416666666,435.618912875,63.0,33.0,33.0,9269898306.472668
2023-11-18,36485.47666666666,157.42999325,69.0,33.0,33.0,9380342586.625566
2023-11-19,36650.856250000004,210.156145875,66.0,32.0,32.0,9734858603.126225
2023-11-20,37308.76125,440.22946504166663,69.0,32.0,32.0,9843651361.68113
2023-11-21,37091.150416666664,619.098733125,71.0,32.0,32.0,9308190245.060991
2023-11-22,36693.65791666667,495.62034066666666,62.0,32.0,32.0,9608551650.140724
2023-11-23,37302.004166666666,237.91142420833333,66.0,32.0,32.0,9709192047.077574
2023-11-24,37629.53833333334,558.6961377083334,66.0,32.0,32.0,9760608318.01664
2023-11-25,37758.950000000004,106.00548250000001,73.0,32.0,32.0,9736012508.704197
2023-11-26,37594.33625,212.90401083333333,73.0,32.0,32.0,9598324361.648155
2023-11-27,37132.0175,301.0948908333333,66.0,32.0,32.0,9574369256.161585
2023-11-28,37448.59291666667,439.6662258333333,68.0,32.0,32.0,9895753385.265133
2023-11-29,37955.59208333333,329.49238833333334,72.0,32.0,32.0,10025079201.596214
2023-11-30,37772.855,228.91376533333334,74.0,32.0,32.0,9998522654.826836
2023-12-01,38416.66625,415.9426017083333,71.0,32.0,32.0,11104713065.82116
2023-12-02,38913.375,261.10680145833334,74.0,32.0,32.0,10644187797.122252
2023-12-03,39551.77958333333,233.71729566666667,73.0,48.0,48.0,10664726108.22228
2023-12-04,41471.115,729.4435676666667,74.0,48.0,48.0,11083225185.818638
2023-12-05,42445.36833333333,857.0899600416666,75.0,48.0,48.0,11607843923.293615
2023-12-06,43867.78541666667,519.8767736666667,72.0,48.0,48.0,11499467731.02004
2023-12-07,43546.900416666664,547.18052275,72.0,48.0,48.0,11441391225.24348
